country_short;website;fax_stg;group;name;twitter;url;country;image;email;group_short;facebook;party;id;fax_bxl;score
pl;http://www.zdrojewski.info/;33388179251;Group of the European People's Party (Christian Democrats);Bogdan Andrzej ZDROJEWSKI;BZdrojewski;http://www.europarl.europa.eu/meps/en/124893/BOGDAN+ANDRZEJ_ZDROJEWSKI_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124893.jpg;bogdan.zdrojewski@europarl.europa.eu;epp;https://www.facebook.com/bogdan.zdrojewski.50;Platforma Obywatelska;124893;3222849251;0.8
gb;http://www.cstihlermep.com;33388179462;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Catherine STIHLER;C_Stihler_MEP;http://www.europarl.europa.eu/meps/en/4545/CATHERINE_STIHLER_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/4545.jpg;catherine.stihler@europarl.europa.eu;sd;http://www.facebook.com/catherine.stihler;Labour Party;4545;3222849462;0.3
es;http://javiercouso.es/;33388179557;Confederal Group of the European United Left - Nordic Green Left;Javier COUSO PERMUY;Caninator;http://www.europarl.europa.eu/meps/en/125997/JAVIER_COUSO+PERMUY_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125997.jpg;javier.cousopermuy@europarl.europa.eu;guengl;;Izquierda Unida;125997;3222849557;0.2
pt;http://www.carloscoelho.eu;33388179551;Group of the European People's Party (Christian Democrats);Carlos COELHO;CarlosCoelhoPE;http://www.europarl.europa.eu/meps/en/1892/CARLOS_COELHO_home.html;Portugal;http://www.europarl.europa.eu/mepphoto/1892.jpg;carlos.coelho@europarl.europa.eu;epp;https://www.facebook.com/carloscoelhooficial;Partido Social Democrata;1892;3222849551;0.8
es;;33388179291;Group of the European People's Party (Christian Democrats);Carlos ITURGAIZ;carlositurgaiz;http://www.europarl.europa.eu/meps/en/28398/CARLOS_ITURGAIZ_home.html;Spain;http://www.europarl.europa.eu/mepphoto/28398.jpg;carlos.iturgaiz@europarl.europa.eu;epp;https://www.facebook.com/carlos.iturgaiz.7;Partido Popular;28398;3222849291;0.8
de;http://www.caspary.de;33388179978;Group of the European People's Party (Christian Democrats);Daniel CASPARY;caspary;http://www.europarl.europa.eu/meps/en/28219/DANIEL_CASPARY_home.html;Germany;http://www.europarl.europa.eu/mepphoto/28219.jpg;daniel.caspary@europarl.europa.eu;epp;https://www.facebook.com/pages/Daniel-Caspary/143814622298419?fref=ts;Christlich Demokratische Union Deutschlands;28219;3222849978;0.8
ro;http://www.catalinivan.ro;33388179456;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;C_t_lin Sorin IVAN;Catalin_Ivan;http://www.europarl.europa.eu/meps/en/96857/CATALIN+SORIN_IVAN_home.html;Romania;http://www.europarl.europa.eu/mepphoto/96857.jpg;catalin-sorin.ivan@europarl.europa.eu;sd;https://www.facebook.com/people/Catalin-Ivan/100000419851283;Partidul Social Democrat;96857;3222849456;0.3
it;;33388179387;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Caterina CHINNICI;CaterinaChinnic;http://www.europarl.europa.eu/meps/en/124861/CATERINA_CHINNICI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124861.jpg;caterina.chinnici@europarl.europa.eu;sd;;Partito Democratico;124861;3222849387;0.3
gb;http://www.bearder.eu;33388179632;Group of the Alliance of Liberals and Democrats for Europe;Catherine BEARDER;catherinemep;http://www.europarl.europa.eu/meps/en/96955/CATHERINE_BEARDER_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/96955.jpg;catherine.bearder@europarl.europa.eu;aldeadle;http://www.facebook.com/profile.php?id=754495056;Liberal Democrats;96955;3222849632;0.3
fr;;33388179853;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Christine REVAULT D'ALLONNES BONNEFOY;cdallonnes;http://www.europarl.europa.eu/meps/en/124287/CHRISTINE_REVAULT+D%27ALLONNES+BONNEFOY_home.html;France;http://www.europarl.europa.eu/mepphoto/124287.jpg;christine.revaultdallonnesBONNEFOY@europarl.europa.eu;sd;;Parti socialiste;124287;3222849853;0.3
ro;http://www.cristianpreda.ro/;33388179261;Group of the European People's Party (Christian Democrats);Cristian Dan PREDA;CDPreda;http://www.europarl.europa.eu/meps/en/96838/CRISTIAN+DAN_PREDA_home.html;Romania;http://www.europarl.europa.eu/mepphoto/96838.jpg;cristiandan.preda@europarl.europa.eu;epp;https://www.facebook.com/pages/Cristian-Preda/118374904896090;Partidul Mi_carea Popular_;96838;3222849261;0.8
se;http://www.folkpartiet.se/wikstrom;33388179622;Group of the Alliance of Liberals and Democrats for Europe;Cecilia WIKSTRÖM;CeciliaWikstrom;http://www.europarl.europa.eu/meps/en/96677/CECILIA_WIKSTROM_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/96677.jpg;cecilia.wikstrom@europarl.europa.eu;aldeadle;https://www.facebook.com/pages/Europaparlamentariker-Cecilia-Wikstr%C3%B6m/300583770875;Folkpartiet liberalerna;96677;3222849622;0.3
lu;http://www.charlesgoerens.lu/;33388179612;Group of the Alliance of Liberals and Democrats for Europe;Charles GOERENS;charlesgoerens;http://www.europarl.europa.eu/meps/en/840/CHARLES_GOERENS_home.html;Luxembourg;http://www.europarl.europa.eu/mepphoto/840.jpg;charles.goerens@europarl.europa.eu;aldeadle;;Parti démocratique;840;3222849612;0.3
gb;http://www.charlestannock.com;33388179870;European Conservatives and Reformists Group;Charles TANNOCK;CharlesTannock;http://www.europarl.europa.eu/meps/en/4521/CHARLES_TANNOCK_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/4521.jpg;charles.tannock@europarl.europa.eu;ecr;http://www.facebook.com/pages/Charles-Tannock/139629296056413#!/ctannock;Conservative Party;4521;3222849870;0.1
it;;33388179123;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Kashetu KYENGE;ckyenge;http://www.europarl.europa.eu/meps/en/124801/KASHETU_KYENGE_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124801.jpg;kashetu.kyenge@europarl.europa.eu;sd;;Partito Democratico;124801;3222849123;0.3
es;;33388179783;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Clara Eugenia AGUILERA GARCÍA;ClaraAguilera7;http://www.europarl.europa.eu/meps/en/125045/CLARA+EUGENIA_AGUILERA+GARCIA_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125045.jpg;claraeugenia.aguileragarcia@europarl.europa.eu;sd;;Partido Socialista Obrero Español;125045;3222849783;0.3
gb;;33388179308;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Clare MOODY;ClareMMoody;http://www.europarl.europa.eu/meps/en/124944/CLARE_MOODY_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124944.jpg;clare.moody@europarl.europa.eu;sd;;Labour Party;124944;3222849308;0.3
lu;http://www.claudeturmes.lu;33388179246;Group of the Greens/European Free Alliance;Claude TURMES;Claude_Turmes;http://www.europarl.europa.eu/meps/en/4432/CLAUDE_TURMES_home.html;Luxembourg;http://www.europarl.europa.eu/mepphoto/4432.jpg;claude.turmes@europarl.europa.eu;greensefa;http://www.facebook.com/claude.turmes;Déi Gréng - Les Verts;4432;3222849246;0.1
gb;http://www.claudemoraes.net;33388179553;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Claude MORAES;ClaudeMoraesMEP;http://www.europarl.europa.eu/meps/en/4519/CLAUDE_MORAES_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/4519.jpg;claude.moraes@europarl.europa.eu;sd;http://www.facebook.com/claudemoraesmep;Labour Party;4519;3222849553;0.3
be;;33388179116;Group of the European People's Party (Christian Democrats);Claude ROLIN;clauderolin;http://www.europarl.europa.eu/meps/en/125107/CLAUDE_ROLIN_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/125107.jpg;claude.rolin@europarl.europa.eu;epp;https://www.facebook.com/pages/Claude-Rolin/1483914865163220;Centre Démocrate Humaniste;125107;3222849116;0.8
fr;http://www.constance-legrip.eu/;33388179120;Group of the European People's Party (Christian Democrats);Constance LE GRIP;clegrip;http://www.europarl.europa.eu/meps/en/101580/CONSTANCE_LE+GRIP_home.html;France;http://www.europarl.europa.eu/mepphoto/101580.jpg;constance.legrip@europarl.europa.eu;epp;https://www.facebook.com/pages/Constance-Le-Grip/140340702693671;Union pour un Mouvement Populaire;101580;3222849120;0.8
pt;http://www.claudiaaguiar2014.eu/;33388179458;Group of the European People's Party (Christian Democrats);Cláudia MONTEIRO DE AGUIAR;cmonteiroaguiar;http://www.europarl.europa.eu/meps/en/124734/CLAUDIA_MONTEIRO+DE+AGUIAR_home.html;Portugal;http://www.europarl.europa.eu/mepphoto/124734.jpg;claudia.monteirodeaguiar@europarl.europa.eu;epp;https://www.facebook.com/claudiamonteirodeaguiar;Partido Social Democrata;124734;3222849458;0.8
it;http://www.sergiocofferati.eu/;33388179513;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sergio Gaetano COFFERATI;Cofferati;http://www.europarl.europa.eu/meps/en/96915/SERGIO+GAETANO_COFFERATI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/96915.jpg;sergio.cofferati@europarl.europa.eu;sd;https://www.facebook.com/pages/Sergio-Cofferati/32566465498;-;96915;3222849513;0.3
it;;33388179135;Group of the European People's Party (Christian Democrats);Lara COMI;comilara;http://www.europarl.europa.eu/meps/en/96775/LARA_COMI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/96775.jpg;lara.comi@europarl.europa.eu;epp;https://www.facebook.com/pages/Lara-Comi/155619044465389;Forza Italia;96775;3222849135;0.8
mt;http://www.theresecomodinicachia.com/;33388179835;Group of the European People's Party (Christian Democrats);Therese COMODINI CACHIA;ComodiniCachia;http://www.europarl.europa.eu/meps/en/124968/THERESE_COMODINI+CACHIA_home.html;Malta;http://www.europarl.europa.eu/mepphoto/124968.jpg;therese.comodinicachia@europarl.europa.eu;epp;https://www.facebook.com/ThereseComodiniCachia;Partit Nazzjonalista;124968;3222849835;0.8
de;http://www.constanze-krehl.de;33388179134;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Constanze KREHL;ConstanzeKrehl;http://www.europarl.europa.eu/meps/en/1854/CONSTANZE_KREHL_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1854.jpg;constanze.krehl@europarl.europa.eu;sd;http://www.facebook.com/krehlconstanze;Sozialdemokratische Partei Deutschlands;1854;3222849134;0.3
ro;http://www.cristianbusoi.eu/;33388179609;Group of the European People's Party (Christian Democrats);Cristian-Silviu BU_OI;CristiBusoi;http://www.europarl.europa.eu/meps/en/38420/CRISTIAN-SILVIU_BUSOI_home.html;Romania;http://www.europarl.europa.eu/mepphoto/38420.jpg;cristiansilviu.busoi@europarl.europa.eu;epp;http://www.facebook.com/cristi.busoi;Partidul Na_ional Liberal;38420;3222849609;0.8
sk;;33388179601;Group of the European People's Party (Christian Democrats);Pál CSÁKY;csakypal;http://www.europarl.europa.eu/meps/en/124930/PAL_CSAKY_home.html;Slovakia;http://www.europarl.europa.eu/mepphoto/124930.jpg;pal.csaky@europarl.europa.eu;epp;https://www.facebook.com/csakypal;Strana mad'arskej komunity- Magyar Közösség Pártja;124930;3222849601;0.8
it;;33388179452;Confederal Group of the European United Left - Nordic Green Left;Curzio MALTESE;curziomaltesetw;http://www.europarl.europa.eu/meps/en/125192/CURZIO_MALTESE_home.html;Italy;http://www.europarl.europa.eu/mepphoto/125192.jpg;curzio.maltese@europarl.europa.eu;guengl;;Lista Tsipras-L'Altra Europa;125192;3222849452;0.2
nl;;33388179221;Group of the Alliance of Liberals and Democrats for Europe;Cora van NIEUWENHUIZEN;CvNieuwenhuizen;http://www.europarl.europa.eu/meps/en/125019/CORA_VAN+NIEUWENHUIZEN_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/125019.jpg;cora.vannieuwenhuizen@europarl.europa.eu;aldeadle;;Volkspartij voor Vrijheid en Democratie;125019;3222849221;0.3
pt;;33388179260;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Carlos ZORRINHO;czorrinho;http://www.europarl.europa.eu/meps/en/124739/CARLOS_ZORRINHO_home.html;Portugal;http://www.europarl.europa.eu/mepphoto/124739.jpg;carlos.zorrinho@europarl.europa.eu;sd;;Partido Socialista;124739;3222849260;0.3
pl;http://www.siekierski.pl/;33388179793;Group of the European People's Party (Christian Democrats);Czes_aw Adam SIEKIERSKI;CzSiekierski;http://www.europarl.europa.eu/meps/en/23787/CZESLAW+ADAM_SIEKIERSKI_home.html;Poland;http://www.europarl.europa.eu/mepphoto/23787.jpg;czeslaw.siekierski@europarl.europa.eu;epp;https://www.facebook.com/czeslawsiekierski;Polskie Stronnictwo Ludowe;23787;3222849793;0.8
ro;http://www.dacianasarbu.ro;33388179805;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Daciana Octavia SÂRBU;DacianaSarbu;http://www.europarl.europa.eu/meps/en/33989/DACIANA+OCTAVIA_SARBU_home.html;Romania;http://www.europarl.europa.eu/mepphoto/33989.jpg;dacianaoctavia.sarbu@europarl.europa.eu;sd;https://www.facebook.com/pages/Daciana-Sarbu/175246899157836;Partidul Social Democrat;33989;3222849805;0.3
hu;http://deutsch.fidesz-eu.hu/;33388179156;Group of the European People's Party (Christian Democrats);Tamás DEUTSCH;dajcstomi;http://www.europarl.europa.eu/meps/en/96826/TAMAS_DEUTSCH_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/96826.jpg;tamas.deutsch@europarl.europa.eu;epp;https://www.facebook.com/pages/Tam%C3%A1s-Deutsch/115893865125227;Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt;96826;3222849156;0.8
ro;http://www.damiandraghici.ro/;33388179114;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Damian DR_GHICI;damiandraghici1;http://www.europarl.europa.eu/meps/en/124786/DAMIAN_DRAGHICI_home.html;Romania;http://www.europarl.europa.eu/mepphoto/124786.jpg;damian.draghici@europarl.europa.eu;sd;;Uniunea Na_ional_ pentru Progresul României;124786;3222849114;0.3
gb;http://www.hannan.co.uk;33388179137;European Conservatives and Reformists Group;Daniel HANNAN;DanHannanMEP;http://www.europarl.europa.eu/meps/en/4555/DANIEL_HANNAN_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/4555.jpg;daniel.hannan@europarl.europa.eu;ecr;http://www.facebook.com/danielhannan;Conservative Party;4555;3222849137;0.1
it;http://danielaaiuto.it/;33388179422;Europe of Freedom and Direct Democracy Group;Daniela AIUTO;DanielaAiuto;http://www.europarl.europa.eu/meps/en/124842/DANIELA_AIUTO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124842.jpg;daniela.aiuto@europarl.europa.eu;efd;;Movimento 5 Stelle;124842;3222849422;0.1
ro;http://www.danielbuda.ro/;33388179110;Group of the European People's Party (Christian Democrats);Daniel BUDA;DanielBudaRo;http://www.europarl.europa.eu/meps/en/125012/DANIEL_BUDA_home.html;Romania;http://www.europarl.europa.eu/mepphoto/125012.jpg;daniel.buda@europarl.europa.eu;epp;https://ro-ro.facebook.com/daniel.buda.oficial;Partidul Democrat-Liberal;125012;3222849110;0.8
it;;33388179652;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Daniele VIOTTI;danieleviotti;http://www.europarl.europa.eu/meps/en/124791/DANIELE_VIOTTI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124791.jpg;daniele.viotti@europarl.europa.eu;sd;;Partito Democratico;124791;3222849652;0.3
it;http://www.nicoladanti.it/;33388179143;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Nicola DANTI;DantiNicola/;http://www.europarl.europa.eu/meps/en/124821/NICOLA_DANTI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124821.jpg;nicola.danti@europarl.europa.eu;sd;https://www.facebook.com/nicola.danti?fref=nf;Partito Democratico;124821;3222849143;0.3
pl;http://danuta-huebner.pl/;33388179192;Group of the European People's Party (Christian Democrats);Danuta Maria HÜBNER;danutahuebner;http://www.europarl.europa.eu/meps/en/96779/DANUTA+MARIA_HUBNER_home.html;Poland;http://www.europarl.europa.eu/mepphoto/96779.jpg;danuta.huebner@europarl.europa.eu;epp;https://www.facebook.com/danuta.hubner;Platforma Obywatelska;96779;3222849192;0.8
pl;http://www.rosati.pl/;33388179482;Group of the European People's Party (Christian Democrats);Dariusz ROSATI;DariuszRosati;http://www.europarl.europa.eu/meps/en/28394/DARIUSZ_ROSATI_home.html;Poland;http://www.europarl.europa.eu/mepphoto/28394.jpg;dariusz.rosati@europarl.europa.eu;epp;https://www.facebook.com/prof.Dariusz.Rosati;Platforma Obywatelska;28394;3222849482;0.8
fr;http://www.rachida-dati.eu/site/;33388179896;Group of the European People's Party (Christian Democrats);Rachida DATI;datirachida;http://www.europarl.europa.eu/meps/en/72775/RACHIDA_DATI_home.html;France;http://www.europarl.europa.eu/mepphoto/72775.jpg;rachida.dati@europarl.europa.eu;epp;http://www.facebook.com/pages/Rachida-Dati/107359612629511;Union pour un Mouvement Populaire;72775;3222849896;0.8
mt;http://www.davidcasa.eu;33388179445;Group of the European People's Party (Christian Democrats);David CASA;DavidCasaMEP;http://www.europarl.europa.eu/meps/en/28122/DAVID_CASA_home.html;Malta;http://www.europarl.europa.eu/mepphoto/28122.jpg;david.casa@europarl.europa.eu;epp;https://www.facebook.com/david.casa.9;Partit Nazzjonalista;28122;3222849445;0.8
gb;;33388179481;Europe of Freedom and Direct Democracy Group;David COBURN;DavidCoburnUKip;http://www.europarl.europa.eu/meps/en/124967/DAVID_COBURN_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124967.jpg;david.coburn@europarl.europa.eu;efd;;United Kingdom Independence Party;124967;3222849481;0.1
gb;http://martinmep.com;33388179539;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;David MARTIN;davidmartinmep;http://www.europarl.europa.eu/meps/en/1403/DAVID_MARTIN_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/1403.jpg;david.martin@europarl.europa.eu;sd;https://www.facebook.com/DavidMartinMEP;Labour Party;1403;3222849539;0.3
de;http://www.mcallister.de/;33388179130;Group of the European People's Party (Christian Democrats);David McALLISTER;davidmcallister;http://www.europarl.europa.eu/meps/en/124806/DAVID_MCALLISTER_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124806.jpg;david.mcallister@europarl.europa.eu;epp;https://www.facebook.com/david.mcallister;Christlich Demokratische Union Deutschlands;124806;3222839130;0.8
it;http://www.davidsassoli.it/;33388179530;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;David-Maria SASSOLI;DavidSassoli;http://www.europarl.europa.eu/meps/en/96864/DAVID-MARIA_SASSOLI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/96864.jpg;david.sassoli@europarl.europa.eu;sd;https://www.facebook.com/pages/David-Sassoli-pagina-ufficiale/89537383411;Partito Democratico;96864;3222849530;0.3
